date.time,date,time,site,plot,location,detection,common.name,scientific.name,genus,family,class,assessment.method,season,trip,participants,temperature.C,barometric.pressure.mbar,cloud cover.%,max.wind.kmh,average.wind.kmh,humidity.%,rain,start,end,regenerated.tail,notes
2023-11-22T20:47:00Z,2023-11-23T00:00:00Z,06:47,wet_site,103,off,seen,Pied Butcherbird,Cracticus nigrogularis,Cracticus,Artamidae,Aves,birding,wet,trip1,Jacopo Bartholomew and Michelle Martinez,NA,NA,NA,NA,NA,NA,NA,06:47,07:02,NA,NA
2023-11-22T20:48:00Z,2023-11-23T00:00:00Z,06:48,wet_site,103,off,heard,Laughing Kookaburra,Dacelo novaeguineae,Dacelo,Alcedinidae,Aves,birding,wet,trip1,Jacopo Bartholomew and Michelle Martinez,NA,NA,NA,NA,NA,NA,NA,06:47,07:02,NA,NA
2023-11-22T20:48:00Z,2023-11-23T00:00:00Z,06:48,wet_site,103,off,heard,Laughing Kookaburra,Dacelo novaeguineae,Dacelo,Alcedinidae,Aves,birding,wet,trip1,Jacopo Bartholomew and Michelle Martinez,NA,NA,NA,NA,NA,NA,NA,06:47,07:02,NA,NA
2023-11-22T20:48:00Z,2023-11-23T00:00:00Z,06:48,wet_site,103,off,heard,Little Friarbird,Philemon citreogularis,Philemon,Meliphagidae,Aves,birding,wet,trip1,Jacopo Bartholomew and Michelle Martinez,NA,NA,NA,NA,NA,NA,NA,06:47,07:02,NA,NA
2023-11-22T20:48:00Z,2023-11-23T00:00:00Z,06:48,wet_site,103,off,heard,Little Friarbird,Philemon citreogularis,Philemon,Meliphagidae,Aves,birding,wet,trip1,Jacopo Bartholomew and Michelle Martinez,NA,NA,NA,NA,NA,NA,NA,06:47,07:02,NA,NA
2023-11-22T20:48:00Z,2023-11-23T00:00:00Z,06:48,wet_site,103,off,heard,Little Friarbird,Philemon citreogularis,Philemon,Meliphagidae,Aves,birding,wet,trip1,Jacopo Bartholomew and Michelle Martinez,NA,NA,NA,NA,NA,NA,NA,06:47,07:02,NA,NA
2023-11-22T20:49:00Z,2023-11-23T00:00:00Z,06:49,wet_site,103,off,heard,Australian Magpie,Gymnorhina tibicen,Gymnorhina,Artamidae,Aves,birding,wet,trip1,Jacopo Bartholomew and Michelle Martinez,NA,NA,NA,NA,NA,NA,NA,06:47,07:02,NA,NA
2023-11-22T20:49:00Z,2023-11-23T00:00:00Z,06:49,wet_site,103,off,heard,Australian Magpie,Gymnorhina tibicen,Gymnorhina,Artamidae,Aves,birding,wet,trip1,Jacopo Bartholomew and Michelle Martinez,NA,NA,NA,NA,NA,NA,NA,06:47,07:02,NA,NA
2023-11-22T20:49:00Z,2023-11-23T00:00:00Z,06:49,wet_site,103,off,heard,Australian Magpie,Gymnorhina tibicen,Gymnorhina,Artamidae,Aves,birding,wet,trip1,Jacopo Bartholomew and Michelle Martinez,NA,NA,NA,NA,NA,NA,NA,06:47,07:02,NA,NA
2023-11-22T20:49:00Z,2023-11-23T00:00:00Z,06:49,wet_site,103,on,seen,Blue-faced Honeyeater,Entomyzon cyanotis,Entomyzon,Meliphagidae,Aves,birding,wet,trip1,Jacopo Bartholomew and Michelle Martinez,NA,NA,NA,NA,NA,NA,NA,06:47,07:02,NA,NA
2023-11-22T20:49:00Z,2023-11-23T00:00:00Z,06:49,wet_site,103,on,seen,Blue-faced Honeyeater,Entomyzon cyanotis,Entomyzon,Meliphagidae,Aves,birding,wet,trip1,Jacopo Bartholomew and Michelle Martinez,NA,NA,NA,NA,NA,NA,NA,06:47,07:02,NA,NA
2023-11-22T20:49:00Z,2023-11-23T00:00:00Z,06:49,wet_site,103,on,seen,Blue-faced Honeyeater,Entomyzon cyanotis,Entomyzon,Meliphagidae,Aves,birding,wet,trip1,Jacopo Bartholomew and Michelle Martinez,NA,NA,NA,NA,NA,NA,NA,06:47,07:02,NA,NA
2023-11-22T20:49:00Z,2023-11-23T00:00:00Z,06:49,wet_site,103,on,seen,Blue-faced Honeyeater,Entomyzon cyanotis,Entomyzon,Meliphagidae,Aves,birding,wet,trip1,Jacopo Bartholomew and Michelle Martinez,NA,NA,NA,NA,NA,NA,NA,06:47,07:02,NA,NA
2023-11-22T20:50:00Z,2023-11-23T00:00:00Z,06:50,wet_site,103,off,heard,Pheasant Coucal,Centropus phasianinus,Centropus,Cuculidae,Aves,birding,wet,trip1,Jacopo Bartholomew and Michelle Martinez,NA,NA,NA,NA,NA,NA,NA,06:47,07:02,NA,NA
